,content
14896,I heard from freinds its amazing and best
14897,"Until Friday this app worked across the listed devices on the following providers:  Century Link WIFI, Verizon Wireless,  and AT &T wireless.  At approximate 9:01 pm, PST,  Friday, 30 January 2015, classes ceased to download and stream.  Text copies of the captions stopped downloading successfully.  The default Android browser which used to stream and download lost its support and  chrome and Chrome Beta are not working with video and text streaming and download.  Quizzes are not accessible."
14898,Not every course is available on this app. There  is also  no  playback  speed  control  like  in the  website. Lots of usability problems.
14899,"Good, but sound during videos is too low"
14900,I've been a fan of this since it was released there you can find lots of educational content
14901,"At risk of sounding egocentric, it seems that the app is being updated around the on demand courses that I'm taking, so I can take the quizzes without using the web browser! Whatever the case is, thanks guys 😀"
14902,"Nice &keep it up sir , nice journey,  sir ,THANK YOU sir"
14903,"I've lost all the answers twice to the test I'm taking and it's frustrating. The app just does not work properly. I'll have to retake the test on the web page. For me, the app is useless."
14904,"Comfortable, enjoyable learning."
14905,bettered
14906,Thanks for making chromecast support work again!
14907,I really enjoy Coursera and the quality of this App. It helps you keep going your courses when your are not at home.
14908,"Very detailed app. Easy to download files. Only thing lacking is the ability to add courses to 'Wishlist' or look out for 'Future Sessions' of a particular course. Also, add option of sorting the courses while browsing. Please fix the issue."
14909,Great
14910,With Cromecast support back it is again a great app
14911,Better than edx
14912,Love to learn with this app
14913,"This idea is still in its infancy, but Coursera has definitely got it moving in the right direction.  In due time I think the paid verifications could start to gain clout from a résumé perspective and could put higher education in the hands of anyone with the will to learn.  The app itself works great and facilitates one of the world's best ideas."
14914,I love Coursera. Great app. High quality course content. Top notch.
14915,"Whenever I try to join any courses , it showss ""a retrofit error"" . Please take note of this bug and find a solution."
14916,Great
14917,App is good ....but what is default location for storing the downloaded videos ....my course videos consumes app storage ..but default storage is external SD card.....               Update: problem solved
14918,Big thanks to Coursera team for all the knowledge it gives us ! Great app
14919,I cant see my courses after update. Also on-demand courses don't open. Always loading but nothing happen.
14920,It utterly astounds me when I think about the immense amount of knowledge available for free through this app. Keep up the good work.
14921,Hmm
14922,"Great courses, not the clearest app"
14923,Truly i loved it..!! One mst take full fleshed advantage as he she can get non stop learnimg inline experience for any subject of his or her choice n dat also free...!!
14924,interested & inteligent
14925,"The unenroll process in the app does not work properly. It gives me an error when unenrolling. I logged on to my computer and I am not in the class, but still getting emails and, the class continues to show up in the app. I have tried uninstalling and reinstalling the app to no avail.  Please fix."
14926,Needs chrome cast.
14927,Cool
14928,"Edit: Chromecast is back, and so is my daily use of the app! ////   The app was near perfect, but when you removed Chromecast support it ceased to be useful to me. Won't really have a use for the app until it is implemented again. Listen to your customers, and don't regress on a key feature. Old rating: 2 stars."
14929,Nice App...
14930,It would be helpful if classes could be displayed one of two ways - alphabetically or starting date.
14931,"I love Coursera courses, and the app is great too.  It's cool that it supports Chromecast, so you can watch the lectures on your TV, the only thing that is missing in this mode are subtitles."
14932,"Have problem with the video in my tablet Samsung GT 5112. If the video is paused for quite a long time, half a minute at least, than   the video does not  unpause, the error appears, so I've to start the video againe"
14933,Awesome! Helps a lot to carry videos offline.
14934,"The app has sync problems and video pause and play problems. Also, there are very frequent updates"
14935,Gut
14936,I cannot see the video in course Functional Programming Principles in Scala
14937,Thank you for helping me in building my skill sets everyday...with lots of love and respect....
14938,A very good programme learning
14939,Thanks for your efforts in making a nice app to help us all. Would appreciate if you add a feature of exporting the downloaded videos so that we can copy them on a laptop as well
14940,Great
14941,Unable to search or view my courses.  I have videos downloaded but the courses do not show.  Used to work great
14942,Thank you for bringing back chromecast support.
14943,"Almost everything about the app is fine, but Search on the other hand doesn't work. I can't search for the classes I'm looking for."
14944,"The search feature doesn't work, so can't find what I'm looking for."
14945,Can't login
14946,Great application
14947,There is no option for downloading videos. Please fix it. Thanks!
14948,Really useful! Loved!
14949,Much awaited app on Android
14950,"It's really good to have an app like this. However, I would really like the app to have the discussion forums integrated into it. That would be an awesome enhancement to the app."
14951,Works perfect
14952,I turned on subtitle of the program and found out that it appeared on my phone instead on my tv. Not sure how i could watch day video on tv and read the subtitle on my phone at the same time.
14953,"Cannot change video player speed (x1.5, x2...) although it is mentioned as a feature in the courses, and it is available on the web. Please fix this."
14954,Just love this app.
14955,"Couldn't sign in, so it was worthless to me, unfortunately."
14956,"Installed the app on my samsung tablet without any problems.  Logged in, got access to my courses and watched some videos. App then crashed and it never worked again. Tried re-installing but made no difference, can't see anything on it now."
14957,¡Qué gran noticia esta! Esto sólo lo permite el avance tecnológico y disposición y buena voluntad de las universidades. Gracias. J.P. Torres.
14958,So glad this app is available. Now its very practical for my courses
14959,"Nicely done; everything I need, even the possibility of downloading lectures from courses taken long time ago. This app is even better than taking courses over a desktop or laptop..."
14960,Knowledge in the pocket... Everywhere you go... Easy :)
14961,With the latest update it constantly asks me to sign in and each time I do so it says I have no enrolled courses which is not true.
14962,"Finally, a proper Coursera app!"
14963,Nice idea and app
14964,Learn so much with this app
14965,Thank you for the chromecast support. Please add more native quizzes.
14966,An example of M-education. Good way of imparting knowledge.
14967,Convenient
14968,Excellent app and course
14969,education for life time.
14970,Coursera is ofcourse d best1
14971,Trying to submit for a class and got a retrofit error
14972,Nice but still not comparable to web version...  Too many features missing..  Also a little too buggy.!!
14973,This is the one of the best platform for Higher Education without paying one penny.
14974,Excellent learning source
14975,Perfect for the insatiable learner!
14976,I'm really missing opportunity to play faster movie. For some courses it's fine to have 1.5x faster because presenter is speaking really slowly.
14977,Good
14978,Encouragement and incredible
14979,Best way for measuring your self...
14980,Amazingly work nd so much helpful :)
14981,Never used coursera before because I do not like to watch videos on my computer. Chromecast support completely changes that. Will tune you every evening.
14982,Can't play the video.
14983,I'm taking the bethovan sonata course and it works well.
14984,You can become a better professional by taking one of the many free courses! Awesome!! Thank you so much!!!
14985,This is a very helpful app that allows me to stream the video to chromecast. Nice job guys!
14986,Introduction  to  Marketing
14987,Very good
14988,On web you can speed up or slow down the video. Why is this impossible in the app?
14989,Best interface
14990,"*only Course General Page*   Sorry for being negative, because I really appreciate Coursera, as a service. But this App is flawed, in my experience. I am using a Nexus 5 with Android version 5.01(Lollipop).   Usually, the content does not fit the screen at all, in scale. and the Videos do not play, tried both html5 and flash (note that the videos do play when using the Chrome web-browser, on the same device.) Also, there is quite a lot of overlapping text occurring.   I hope this gets better in time."
14991,"The login is not remembered, which is ultra annoying when coupled with a crashing app."
14992,Not a big fan of applications always wanting me to sign up. Yeah I get it.. But why not preview first?  Then decide if it's for me or whom ever?
14993,Good
14994,"New version is disaster. I lost all my courses, and search is not working ."
14995,For learning new concepts
14996,Prior knowledge needed not mentioned
14997,Uninstalling until you fix it.
14998,Please add support for immersive mode full screen video for devices that use software buttons rather than physical ones.
14999,"The app is great for catching class on the run, but returning the option to view on the big screen is an excellent return to form."
15000,Truly wonderful
15001,Liked the Chromecast support!!
15002,Very helpful!!
15003,good
15004,Very good app..
15005,Loved support for chromecast
15006,very convenient
15007,"Buggy as hell. Best one is when you hit Logout and it says ""you must log in to access this feature"" (login doesn't work btw). Needs a LOT of work before it's anywhere near usable. Maybe they should take their own course on android programming. If they can access it."
15008,Chromecasting is working again.
15009,App doesn't stream videos. Only audios are streamed for any course I go through. I am having S-duos (4.0) which doesn't support HD videos. Please fix this error. I don't think coursera team even read these issues. This has been the issue for a very long time now.
15010,It is ok but quite slow. Another problem I found is video. The videos are not shown whereas voices of the professors are heard. And there is no any type of button to change codecs.
15011,It should give notifications before the assignments and when the new videos are available. iPhone like Signature track verification is also badly needed!
15012,Such a great app.
15013,"Awesome app, but lacks playback controls. Would love it if the app allowed me to increase the play speed for slow lectures."
15014,Please bring back Chromecast support.
15015,Glad they added Chromecast support. The only issue is that some of the assignments can't be done in the app and require a PC. Fix this and I'll give it a 5. Offline video viewing is also very helpful.
15016,Error is found in after doing the exercises I cannot return to the lecture list. There is no any link.
15017,Very user friendly app!
15018,Great app
15019,Loved it !
15020,good
15021,Wonderful learning resource
15022,Auto restarts hundred times a day
15023,I really liked it. Nice interface and very reliable.
15024,Chromecast is back! Yay!
15025,Finally Chromecast is back!
15026,I cannt join one class.Show error 401.And even i join it from PC. I still cannpt see the course list in my phone!
15027,Improve search features wish advance search options. 2. In app course material reading including pdf files. 3. Integration with cloud for opening excel docs et al should help.
15028,The app is not fully optimised for Android Lollipop.  It crashes frequently and shows ANR dialogue. Please fix it.
15029,I wish it would let me access the downloaded videos folder so I can save the videos on another devices. Sometimes people don't have enough storage or would like to review the video material.
15030,"I love coursera because I can check out classes and career fields I other wise would have avoided because college is expensive!  The layout has yet to be beaten by any other app of its kind in my opinion, very reliable too!"
15031,"Would be nice to be able to change playback speed, especially when quickly reviewing content."
15032,I would use this app more if it worked properly. Every time I try to enroll into a class there is some error code. I have not been able to use the app at all. The website is awesome tho...
15033,"I am able to log in using my mail ID and password, when I am using coursera from my laptop, but not able to log in using the android App on my HTC one M7."
15034,Thxs for subs :)
15035,How do I recover my password?
15036,"The more knowledge you share the more it grows! This is a brilliant way of not limiting education in four walls, but reaching our to millions of yearning students! Kudos!"
15037,Awesome app to learn
15038,Awesome
15039,"great app,  I hope in the future they make sm with arabic language"
15040,Really helpful
15041,Very good assistant
15042,I learn through coursera since 2014 in pc. now in android
15043,Works great
15044,Knowledge is every thing
15045,Can u add forgot password link in login page. Tks
15046,"Well, great app to catch up on the lectures, but I still feel the need to go back to PC to do some serious reading or attempt the quiz."
15047,Coursera is amazing! I've already taken a few courses on it. A great app for inquiring minds!
15048,Very nice app for learning.
15049,My favorite
15050,Its the good stuff
15051,"I would love to access my courses, but the download stops at 87% no matter what I do. Please fix this bug and I will fix the rating once its working"
15052,"Previous version was good. In new version, Chromecast option was removed.  Please add that feature back."
15053,"Wow what a Great App. This App is so Full of Vital Information for Millions of Everday People to Business,  and Company's definitely a 5 Star App. This is what makes the Google Play Store so Valuable to Everyone.  Fantastic App. Timothy Cline Union City Indiana."
15054,awsome app!
15055,Needs Chromecast support
15056,Bravo!!! courses app is terrific.
15057,"I really like coursera, but the app lacks some major features which the web version has: more control over video. First, the app version does not have in-video quizzes; second, there is no way to make the video faster or slower."
15058,A very useful app!
15059,If you let me acess discussion forum through app i will give 5 stars
15060,Speechless
15061,Invaluable!
15062,I love it
15063,Knowledge for freee...!
15064,I totally love this app and more over what it stands for. Excellent and my favorite app.
15065,It's  Amazing! It just lacks some classes that I want to attend to
15066,It started off okay then it crashed and wouLD not start again
15067,Only reason I've ever used the app was to cast it to the chromecast.
15068,The most great initiative that I ever have possibility take part in.
15069,Please fix
15070,"This app allows me easy access to my courses, but there are some issues.  The links within the app do not seem to work.  If not for that, I'd give it a 5."
15071,It is the best learning app i have ever used
15072,I still encountered some problem espescially with 3g connection
15073,I love this app
15074,"Pity, but Coursera ends unexpectedly on MediaPad when opening any of my courses, or trying to open course description from the catalogue"
15075,Gud app
15076,It's not convenient to use anymore.  What an unfortunate usability hapering decision.
15077,Great courses always in your hand!!!
15078,It will be nice
15079,Everyone should have this app.we can learn alot in many fields
15080,Why remove Chromecast? Bizarre. I've stopped using this app as its just no longer convenient.
15081,"Need support: the level of volume is small, no avatar and the color of subtitles."
15082,Coursera is wonderful but lack of saving videos to sd card is really a bug problem. Videos need really big space.
15083,Feature regression is not good
15084,Finally a great place to learn more and more
15085,This is one of the coolest things in education right now!
15086,This is awesome !!
15087,Loved it.
15088,"Love the app, and I love coursera. Keep up the good work"
15089,I already took a class on coursera and it was a great experience. Taking my next class this March. Great app.
15090,Everyone must have this
15091,"Continuously get a network error,  unable to join any class"
15092,Can't set the speed of the videos
15093,The app seems to work ok online. I used option to download/cache the videos to my device so I could use it on the subway where I don't have an internet connection. The app demands an internet connection to even go into the section to watch the videos I saved. Major app FAIL since it cannot be used offline for practical purposes with no internet. I'll have to go to the web site and get videos manually.
15094,I love this app!
15095,Sometimes able to cause hard reboot... Not sure how that is possible.
15096,You will find almost everything in this app regarding the courses on coursera. I wish you could download videos also.
15097,"except the videos wont play, download or direct on my Sony... Then whats the use of it at all.. . Ill be using it directly from the web for now.. Pls fix whatever the prob is cuz not many user has this prob.."
15098,Miss playback speed setting. Sometimes screen can be turned off only to listen to the video. Would really like an option to download videos to SD card (my phone memory is quite small).
15099,Nice medium
15100,Tremendous stuff from top universities...
15101,Love learning new things!
15102,It would be better if I could watch courses that have no openings yet.
15103,I'm really happy for join this course. This app help me so much to learn more things. Thanks coursera
15104,Join and share in the top corner never worked on my Samsung S3
15105,"Within a course, ordering and organization from the website is lost, so you get a mixed up list of entries. The course intro page isn't even displayed."
15106,Awesumeee
15107,No option for preview course material. Please add this option.
15108,Yeah!!
15109,One can learn a lot from the courses Coursera has to offer...
15110,Best app for learning
15111,This is one of the best learning network I have come across. Keep it up coursera. The world needs you.
15112,Ok
15113,ممتاز خالص
15114,Best app
15115,Great learning source
15116,Amazing way of learning
15117,The app is very slow..to use..
15118,Great resources for information.
15119,"Not able to join any course through the app - get network connection error even though the internet is working properly. Also, the app speed is very slow."
15120,Unable to find lectures for the course I have registered. Its just showing the introduction video of the course.
15121,"Everything about this app makes is much easier to learn without the extensive paperwork or required work. And the new Chromecast feature just nails it for me! The only thing missing, is obviously SD card support. EDIT: No longer works on my tablet, my course won't load, searches are always empty, and crashes all the time now, worthless now. AND no more Chromecast!? This is pathetic."
15122,No more Chromecast support?!
15123,I found love: Philosophy and the Sciences by University or Edinburgh. Sweet.
15124,Very good for all students.
15125,Can't join any of the courses via the app. It's really only useful for searching.
15126,Need a speed-up button!
15127,Great
15128,Why can't we download old courses?
15129,The app doesn't have forums which is highly disappointing. Further in video questions are also missing.
15130,"Installed coursera 2 weeks ago but haven't used it or created the required sign in. Yet my phone tells me that this app is in the top 3 to 5 of mobile data usage, using more than Facebook. Care to explain? Meanwhile, uninstalling."
15131,The content provided is no less than the web application
15132,This is the best online educational app. Absolutely brilliant
15133,"Coursera is by far the best self learning tool anyone can need. Very broad selection of courses, very good teachers, different perspectives from teachers all around US and Europe. And it's chromecast compatibility, makes it the perfect tool."
15134,"It used to show up, now it doesn't."
15135,My downloads needs to be organized by course. Offline needs improvement.
15136,The videos don't work which video player should i have? To be aware my cell phone is samsung galaxy star plus
15137,"It helps me a lot make my dream come true learning from distance in a great school world wide , thanks coursera"
15138,Innovative
15139,I can't see any videos from coursera with my galaxy tab. Constantly it says Can't play video
15140,The website is definitely better.
15141,I really apriciate a service like this with broad topics and choices. Thank you for the good work.
15142,Awesome
15143,"Can't view or do the ""do at your own pace"" courses. This app still needs developing."
15144,Video can't be stored on external storage... Basically makes app useless...
15145,I wish EdX follows Coursera and launches its Android app.
15146,Its A Virtual University
15147,For old version
15148,On line  short  course. ..
15149,Please work on the download. It's difficult to download from mobile. I have to use my pc before I can download.
15150,Very useful
15151,I loveeeeee studying
15152,"Clean, neat, crisp and clear. Great job. Highly recommend."
15153,I updated. And it stopped working. moto G first gen.
15154,"A supposedly helpful review by g+ user ""Jo Friday"" appears to be a misunderstanding of this app or a misplacement of his/her review. Moderation needed?"
15155,Very buggy.
15156,Has improved my career and demystified many improve on video downloading needs improvement
15157,I have learnt a lot thanks to coursera
15158,Crashes constantly after the update !
15159,"Unknown error code ""-24"" during installation.  Doesn't install.  Please leave response and I'll try to re-install - thanks"
15160,Liked the feature of pick up where left
15161,"I really like coursera and its offerings; I've taken several courses. I've tried using the app a few times and each time I've gotten too impatient and switched to the website so I could speed up playback, which allows me to greatly speed up learning and keeps me at better attention. Please integrate this feature."
15162,It is unfortunate if Coursera no longer works with Chromecast.
15163,Yak
15164,Thanks
15165,"The first business I searched for, the app gives me a bunch of locations, miles away, elsewhere.  Yet it doesn't include the location 5 minutes from me.  The second business I searched for, is no longer open, yet the app shows it open, complete w/address & phone#.  Because I know my area, it's no problem. For someone new in town, this could be very aggravating.  Going back to using Google search.  Uninstalling."
15166,Good
15167,I use their website more. The app I use on emergency occasions.
15168,Without Chromecast there's no advantage over the website.
15169,I learnt a lot for free. Thanks lectures.
15170,"I would like to have a more functional offline mode, be able to launch the app, and better quizzes management when the app lost connection,... Otherwise it's very helpful to have this app."
15171,Waited for ever for the official app!! Yes. It's going to be soo helpful! :)
15172,Good
15173,"can't verify assignment, keeps force closing on quizzes"
15174,Ramp your skills...
15175,Him nice
15176,App is lousy.
15177,Very unstable
15178,isn't it working with Chromecast?
15179,"Lets you download video lectures, but doesn't work offline. Not as featurefull as the old 3rd party apps. Particularly missing are the ability to access downloaded videos, and continue playing audio while the screen is off."
15180,Its the era of practicing new learning and much diversified education.
15181,Can you please add ability to speed up and slow down rate of video feeds? Do that and I'll give 5 stars.
15182,Awesome!
15183,Add courses for auto cad
15184,"After one week of not using it I checked what programs were using the most data. I was shocked to see it at the TOP of the list, having 111MB of my data and I'm not even enrolled in any Courses currently!!!"
15185,Please add this app in windows store
15186,Why download videos to some remote place that cannot be accessed without root and renaming those files to make it worse. I don't believe you guys have problem with people saving those videos as per there needs.Change it if possible... Uninstalling...for now....
15187,"When I search for a course, it says no result, then kicks me out of the app because ""Coursera has stopped working"". Please fix this."
15188,Please give different speed settings for videos like in website
15189,Useful
15190,Coursera is on the list of supported apps for chromecast but I don't see the option to cast.
15191,Easy and convenient to use. Please include the slides.
15192,Please add this option to help keep big data amounts and a few courses.
15193,I have learned a lot from courses since last year.
15194,It will be better if there is an option to save videos to SD card.
15195,I cannot play the videos on Chromecast anymore :( Nexus 4 Android 5.0 here
15196,Good
15197,"After uninstalling and installing again after updating Android O.S., I forgot my password. Coursera has no option to retrieve a lost password and refuses to create a new account under the same e-mail address. Ultimately, now I can't even enter the app."
15198,Please fix chrome at support in latest version. It's the entire reason I use the app.
15199,"I love being able to travel and watch my videos, but you cannot access the class section screen, even to watch videos, when offline. You only get a linear list of ALL videos from ALL classes in a single list. Please keep improving offline support!"
15200,Has been a use full tool
15201,I  doing my best to support any educational activity for free
15202,Perfect for me
15203,"Works really well, downloads content for offline viewing. Loved it!"
15204,"I was having issues seeing some lectures on my phone, so I went and got a Chromecast dongle just for this. Now I see there's no support the first time I got a chance to try it?  Wow. Uninstalling with extreme prejudice."
15205,Love it
15206,I can learn whatever I love.
15207,Pretty pointless if video won't play.
15208,عالی
15209,"However, I miss the ability to run videos at faster speeds which the video player in the browser can do."
15210,"Finally , in this world , we have some people who are caring bout others ! :') I'm very proud . Thanks"
15211,Education at your doorstep
15212,"Guys great app... Just fix the certification option for signature track, when I press ""verify"" the app crashes...?!"
15213,It simply does not work. A mess. There was a coursera companion app which was awesome. I think they should have killed it by a law suit or something as that one is not working either and is not available in play store anymore. I hope they know what they are doing.
15214,The update took away the only useful feature which is chrome cast. Useless pos now.
15215,Chromecast is one of the best features of this app .... Please chk this issue
15216,What's the point of having the apps if I can't watch the videos
15217,good
15218,Nice
15219,Does the job. I used to like Coursera Companion more before it ceised to exist.
15220,Chromecast missing
15221,"Great app, but there are a number of features missing from the web app. Playback speed adjustment would be really nice!"
15222,Works well
15223,Good
15224,"A very good app for learners, with smooth flow between your past and present courses."
15225,Still at the level of watching videos
15226,Best courses here.
15227,Really like this application. But it's missing or lacks access to the discussion forums which are significant part to the online learning experience.
15228,Most useful app
15229,Luv it
15230,"Getting some ""retrofit"" error when doing almost anything."
15231,"The app doesn't do much, it's too basic and lacking in features compared to the web version. Also it would be nice to have Google sign up as I always forget the password for these things, I can't remember login details for each and every service I use. It's not 2004 anymore, this problem has a solution."
15232,A fairly useless and redundant  app with out Chromecast support.
15233,Best place to get knowledge.
15234,Loved it..
15235,Thanx
15236,"O programa eh bom, mas de vez em quando trava no meu celular. Toda vez na hora de reabrir ele encerra e tenho que abrir novamente. De qualquer forma, o material do Coursera eh otimo."
15237,University on the go
15238,"No chromecast support,  can't register for classes,  can't see classes I am in. Please fix it asap."
15239,Great way to learn!
15240,Latest android version is getting better.   It still really needs the variable playback rate available.
15241,All this free info? You can do whatever you want in life.
15242,This really helps me a lot
15243,"Video doesn't load on app(even with 3g connection),and even after downloading,video is taking 1-2 mins to play."
15244,Best in class
15245,thanks for making this handy-app.. it helps me to finish my 3'rd week quiz.. but I can't verify my submission (I'm on signature track). always crashes. please fix this issue.. thanks
15246,ugly
15247,"Things have been fixed, fast, THANKXXXX"
15248,Wow........
15249,Its wonderful but they nerd yo improvise the quality for slow net with exact same features to be provided.
15250,Watch videos? Check. Answer quizzes and other homework/evaluation? Not yet. It would be great if it were possible.
15251,Amazing highly professional educational platform
15252,Bring back chromecast support!
15253,At home I would love to be able to stream lectures to my Chromecast connected video setup.
15254,"It's a pity that there's no more chromecast support.  And the ""on demand"" classes don't seem available. Other than that great app"
15255,Amazing stuff guys...keep it up
15256,Cousera is an awesome website but the app is not good enough e.g. every time when I restart the app I have to watch it from the start but not where I've watched last time.
15257,Good
15258,Great opportunity to student to get world class and up to date learning experience with crucial topic which eventually make us able to be corporate ready candidate
15259,"There are bugs every now and again in the app, but Coursera's people update regularly.  Wonderful program that keeps getting better!"
15260,Just good
15261,Wish if we could complete the courses offline:-)
15262,Can't enter the tests. The pages of tests are empty
15263,"The all caps are because I absolutely love everything about the app, but need the chromecast integration really badly. Help!"
15264,Learning became easier than I could imagine. Anytime and anywhere I can watch my courses on my handset. Thank you so much.
15265,Please do consider adding an option to move the app to the SD card or specify the download folder
15266,"Hi coursera, would youn mind to give us an option to choose where to save directory, my internal memory could not save enough, so i want to add it in external memory without do any rooting things"
15267,"If you're taking Coursera courses, this app allows you to listen to video lectures and even take exams regardless of your physical location. Unfortunately, the app crashes a lot on my Nexus 5..."
15268,It says it is unable to play videos... Also there is no option to download the videos to sd card...
15269,"Can't enroll in classes for some reason, it errors out on me. Also can't view previously taken classes for some reason. Also, Chromecast support is dead? Why?"
15270,Good...i like it...bt very slow....
15271,Why did they removed  Chromecast  support in latest version... without it app is only ok... chromecast is must have feature for such kind of app.
15272,Five stars for previous versions but I am missing Chromecast support in the latest update too.
15273,After the latest update videos won't play anymore
15274,"Why can't I download ""on-demand"" lectures from the app; why does the app insist on an online check with poor reception, blocking access to my already downloaded material; why can't I resume a video from where I left off. Always have to start over"
15275,"I never had a complaint about this app. But after the last update, it appears to be a lot faster that usual. That great. Thanks Coursera!"
15276,where is the forgot password option!!
15277,Nice platform for learning excellent one
15278,I love this .I can easily take what ever type course I want for free. This is so amazing and liget.
15279,The one thing that would be helpful would be to be able to save or move downloaded content to the external SD card as space is now running low and I generally need to watch the video content on the way to and from work.
15280,Please enable roku streaming on this! It's just like chromecast but I heard it's even better!
15281,Easy way to learn something new
15282,"I can't view my current or past courses. The app used to work, but not anymore."
15283,Thanks for helping me in studying and researching
15284,I downloaded video lectures but unable to see videos..only able to hear voice..highly disappointed.
15285,Best app
15286,excellent app to study my courses on-the-go!
15287,Thats too good app
15288,Didn't have things i needed
15289,Extremely helpful
15290,Enable it and I'll participate again.
15291,Helps me a lot
15292,Wish there was a way to alert when upcoming classes you are interested in are open for enrollment.
15293,Great study companion on the go.
15294,The app is most useful with Chromecast.
15295,It shouldn't have option to leave course
15296,Need the capacity to access course dashboard
15297,"I am really disappointed of missing chromecast. It is really essential for me and I see that this is the same for many users. I will really appreciate if you restore it. I would like it even in a beta mode without guarantee for smooth play. If it is not possible because of your policy I would be glad to install the old version of the application, if it is possible, because chromecast casting mostly made me to use this application. However I will give 3 stars because I like Coursera as well as your mobile support. The last 2 stars I keep for the chromecast feature."
15298,Great app but the new update seems to have lost Chromecast! Please bring it back.
15299,A great way to learn.  Thanks Coursera :D
15300,I like it
15301,"Please re-enable the chromecast supoort, it's  vital for a whole lot of people. Thanks."
15302,Nice
15303,"It just needs ability to bookmark upcoming courses. And maybe notifications. I agree that connection with Chromecast could be very useful. Anyway, good one! 😊"
15304,Nice app
15305,My registered courses are not shown on the My Courses section of the app. Pretty frustrating.
15306,Good
15307,I cannot play the videos on my Sony xperia j.Someone help me!
15308,A great way to learn. Access to what was previously unavailable without spending time and money.
15309,Great update! Keep doing it!
15310,A must have app
15311,good
15312,"In the option for my courses,can only see present and past courses. Earlier version showed all three options. Future courses interest me more than my past attempts. Will be happy to downgrade to the earlier version."
15313,Excellent app and wapsite
15314,"While watching the lesson, we can't do the quizzes."
15315,Altre App non ufficiali offrono diverse opzioni che al momento non sono supportate nella versione ufficiale
15316,"missing 1 star for lack of SD support, another star for other options (integration with calendar, chromecast, access forum etc)"
15317,Great app but I wish I could be able to Access my signature track & do my assessments through this app
15318,Perfect functionality. Although crashes sometimes.
15319,No Chromecast support after last uptade. Hope you fix it soon.
15320,"Not sure what updates have gone in. When I launch the app, the landing page is blank"
15321,Not upgrading unless you remove these intrusive permissions. Will uninstall completely if not remedied soon.
15322,Logging requests
15323,why do you need these invasive permissions people?
15324,Great app but needs to bring back Chromecast
15325,"Why on earth would the new  version require access to my phone and phone calls, including knowing who I'm remotely connected to? That's creepy and disturbing."
15326,Please bring back Chromecast!
15327,)
15328,"Unfortunately, I have to agree with others here. The Coursera service is good, but this app has severe permission creep and has lost a significant feature in its lack of Chromecast support. Uninstalling on all my devices. (It also force closes on my Nexus 10.)"
15329,Without Chromecast support this app is an instant uninstall.
15330,Works really well and easy too navigate through.
15331,Fantastic app
15332,"I loved using Coursera with the Coursera Companion app, which had so many more features than this one, but since the official app was released for Android, the developer withdrew Companion, and I'm left lamenting the loss of access to forums and peer assessment, the ability to save lectures to a chosen location and the deadlines automatically appearing in my calendar.  What this app does, it does fairly well, but by comparison, it's lacking."
15333,Too tired of data collection for sale to who knows who. Buhbye.
15334,Why does this app need to take pictures and capture video?
15335,Wonderful site where you can start learning anything else
15336,Can download videos and watch it on the bus/train. THANK YOU
15337,Where's Chromecast?!
15338,"Love it, use it extensively. Would like to see video speed control (1.25x, 1.5x), download of lecture presentations, only voice lecture"
15339,"Like the others, wondering where Chromecast support went."
15340,بططل .. منظم اكثر من الموقع الاساسي
15341,There is no more chromecast support after the latest update.
15342,"Do not update to 1.4 until they explain why they want to run the app at startup, in the background, and especially why they want total access to your camera and microphone!"
15343,App can turn on and record your audio anytime it wants
15344,Why do you need camera permission?
15345,U can download the course video also
15346,A very good courses app
15347,"The app is great for browsing courses and viewing material, however, for assignments and courses you pay for more support is needed. I don't have a PC anymore..."
15348,The videos is not working well.there's no pic
15349,"i cant download and it is not smooth online, though it is so useful."
15350,Loving it
15351,"Until latest update there was chromecast support and that was neat and useful and working great.  Now,  it appears to be gone.  I hope it is a temporary error and will be added back soon. With chromecast it's 5*. Without,  not so much."
15352,Hallo .
15353,Very easy to use.
15354,Supports chrome cast!! Awesome
15355,Elevate you're mind with coursera.
15356,This app is a must to enhance your knowledge. Offline viewing is really awesome feature.
15357,Its a good app. I don't know about other phones but I'm unable to move it to SD card. If that is solved then 5 star.
15358,This apps is very useful for students. This is great congratulation. Enjoy :-)
15359,My multi talented tutor
15360,"Wish I could adjust the playback speed on the videos, like I can on the website."
15361,"I have been using coursera on the computer with no problem. The app is convenient, or so I thought. I've signed in and tried to add several classes and it won't let me. An error code pops up. I've also tried signing in to classes I've signed up for on the computer and they don't show up in the app. Very disappointed."
15362,"This works fine for playing videos. Gets very flaky when offline, sometimes won't load vids already downloaded. Doesn't show mid-video quizzes."
15363,I love it
15364,I would like to be able tout change the  speed of the video like on the website... Some teachers are so slow to get to the point!
15365,"The app provides access to videos, but thats about it. It doesn't have playback speed control, and you can't lecture notes."
15366,"Awesome, quite helpful..."
15367,5 star content with 1 star execution.  Could not use app to stream or download certain sections of classes.
15368,Love it
15369,It's help me in studying
15370,I've benefited a lot from Coursera without spending one cent. I backup the incentive of giving all beings access to free and good quality teaching.
15371,It's nice to be able to watch lecture videos on the go (when the app works) but you can't take take certificate track quizzes or see what videos you you already watched on the computer. It just feels like a huge step down from the regular website.
15372,Awesome!
15373,:-)
15374,But I cant find some courses available on the site in this app!
15375,It is great! Love it!
